#Data: SHAPE_SFM_49k_v20180804.dat
#Number of Polygons: 49152
#Rotational Period: 3.4 [h] , Density: 1200 [kg/m^3] 
#Unit: Polygon center coordinate in km, and SI units for other values.49152
#PlateID  center_x   center_y   center_z   lon    lat    CRefAccx   CRefAccy   CRefAccz   attract_x  attract_y  attract_z  Gpotential Rpotential Tpotential GeopotentialSlope  normal_x    normal_y    normal_z   area   
         123    -0.2477    -0.2026     0.2553  219.3  38.59 -6.526e-05 -5.339e-05          0  1.577e-05  1.051e-05  -0.000112     0.0699    0.01349   -0.08339  29.55       -36.3       -12.88        47.93 3.074e-05 
         124    -0.2449    -0.2062     0.2563  220.1  38.68 -6.452e-05 -5.434e-05          0  1.548e-05  1.075e-05 -0.0001121    0.06978     0.0135   -0.08328   28.9      -34.75       -15.53         48.3 3.075e-05 
         125    -0.2463      -0.21      0.254  220.5  38.12  -6.49e-05 -5.534e-05          0  1.525e-05  1.087e-05 -0.0001112    0.06968     0.0138   -0.08348  30.16      -34.61       -17.11        46.72 3.031e-05 
         126    -0.2434    -0.2136     0.2545  221.3  38.17 -6.413e-05 -5.627e-05          0  1.496e-05  1.113e-05 -0.0001112    0.06961    0.01381   -0.08342  29.74      -31.15       -21.92        46.62 3.01e-05 
         127    -0.2448    -0.2173     0.2524  221.6  37.63 -6.449e-05 -5.727e-05          0   1.47e-05  1.095e-05 -0.0001105    0.06948    0.01412    -0.0836  22.57      -27.82       -11.99        49.16 2.887e-05 
         128    -0.2418    -0.2209      0.253  222.4  37.68 -6.373e-05 -5.821e-05          0   1.44e-05   1.11e-05 -0.0001105     0.0694    0.01414   -0.08354  21.89       -25.6        -15.1        49.22 2.875e-05 
         129    -0.2441     0.2502     0.2623  134.3  36.89 -6.432e-05  6.593e-05         -0  1.268e-05 -1.361e-05 -0.0001005     0.0683     0.0161    -0.0844  44.21      -26.26        41.14        34.82 2.998e-05 
         130    -0.2485     0.2482     0.2635    135  36.88 -6.548e-05   6.54e-05         -0  1.178e-05  -1.31e-05 -0.0001001    0.06801    0.01625   -0.08426  55.85      -3.961        62.98        31.49 3.526e-05 
         131    -0.2484     0.2452     0.2671  135.4  37.43 -6.545e-05  6.462e-05         -0  1.149e-05 -1.206e-05 -0.0001016    0.06787    0.01605   -0.08393  31.76      -5.128        42.73        53.53 3.434e-05 
         132    -0.2531     0.2437     0.2687  136.1   37.4 -6.671e-05  6.423e-05         -0  1.074e-05 -1.089e-05 -0.0001011    0.06746    0.01627   -0.08373  42.85        8.42        53.98        49.98 3.703e-05 
         133    -0.2522     0.2399     0.2716  136.4  37.96 -6.647e-05  6.321e-05         -0  1.099e-05 -9.988e-06 -0.0001028    0.06752    0.01596   -0.08349  26.65       7.578        38.69        68.14 3.936e-05 
         134    -0.2565     0.2381     0.2728  137.1  37.93 -6.759e-05  6.273e-05         -0  1.099e-05 -8.553e-06 -0.0001024     0.0672    0.01613   -0.08334  20.61      0.0292        30.33        66.58 3.658e-05 
         135    -0.2544     0.2331     0.2748  137.5  38.53 -6.703e-05  6.143e-05         -0  1.184e-05 -8.311e-06 -0.0001042    0.06751    0.01569    -0.0832  16.21     -0.4817        26.14        73.36 3.894e-05 
         136     -0.258     0.2308     0.2752  138.2  38.49 -6.799e-05  6.082e-05         -0  1.231e-05 -7.123e-06 -0.0001039    0.06733    0.01579   -0.08312  9.478      -8.771        18.05        75.44 3.903e-05 
         137    -0.2557     0.2257      0.277  138.6  39.09 -6.737e-05  5.947e-05         -0  1.328e-05 -7.316e-06 -0.0001055    0.06768    0.01532     -0.083  15.98      -7.928        26.09        71.66 3.834e-05 
         138    -0.2587     0.2228     0.2764  139.3  38.99 -6.818e-05  5.872e-05         -0   1.44e-05 -6.228e-06 -0.0001051    0.06768    0.01536   -0.08304  22.37      -37.72       -6.677        69.09 3.95e-05 
         139     -0.256     0.2174     0.2778  139.7  39.59 -6.746e-05  5.729e-05         -0   1.54e-05 -6.799e-06 -0.0001066    0.06811    0.01486   -0.08297  21.37      -37.47         2.06        66.18 3.804e-05 
         140    -0.2587     0.2143     0.2765  140.4  39.45 -6.817e-05  5.647e-05         -0  1.608e-05 -6.702e-06 -0.0001064    0.06822    0.01487   -0.08309  18.86      -34.41        5.252        66.13 3.736e-05 
         141    -0.2566     0.2094     0.2787  140.8  40.09 -6.762e-05  5.517e-05         -0  1.653e-05 -7.344e-06 -0.0001075    0.06846    0.01445   -0.08291  25.19      -32.76        24.48        59.68 3.617e-05 
         142    -0.2599     0.2067      0.278  141.5  39.93 -6.849e-05  5.447e-05         -0  1.682e-05 -7.082e-06 -0.0001072    0.06843    0.01453   -0.08296  25.16      -33.34        24.03        59.81 3.629e-05 
         143    -0.2582      0.202     0.2808    142  40.59 -6.803e-05  5.323e-05         -0  1.715e-05 -7.058e-06 -0.0001083    0.06856    0.01416   -0.08272  24.39      -34.31        23.16        61.74 3.717e-05 
         144    -0.2613     0.1993     0.2798  142.7  40.41 -6.887e-05  5.252e-05         -0  1.744e-05   -6.7e-06  -0.000108    0.06856    0.01423   -0.08279   25.1      -38.34        18.45        61.06 3.721e-05 
         145    -0.2596     0.1945     0.2828  143.1  41.08 -6.839e-05  5.126e-05         -0  1.774e-05 -6.692e-06 -0.0001091    0.06867    0.01386   -0.08253  28.86      -37.68         27.1        58.82 3.746e-05 
         146    -0.2628     0.1918     0.2818  143.9  40.89 -6.924e-05  5.055e-05         -0  1.797e-05 -6.338e-06 -0.0001088    0.06866    0.01395    -0.0826  29.28      -41.48        23.14         58.6 3.772e-05 
         147    -0.2608     0.1871     0.2846  144.4  41.56 -6.873e-05   4.93e-05         -0  1.825e-05 -5.979e-06   -0.00011    0.06878    0.01357   -0.08235  26.32      -42.17        14.47        60.88 3.773e-05 
         148    -0.2639     0.1843     0.2834  145.1  41.36 -6.953e-05  4.857e-05         -0  1.835e-05 -5.808e-06 -0.0001098     0.0688    0.01365   -0.08245  25.08      -38.77        19.49        62.31 3.796e-05 
         149    -0.2617     0.1795     0.2861  145.5  42.03 -6.896e-05   4.73e-05         -0  1.866e-05 -5.504e-06 -0.0001109    0.06895    0.01327   -0.08222   23.6      -39.12        15.16        63.39 3.801e-05 
         150    -0.2648     0.1769     0.2849  146.3  41.82 -6.979e-05   4.66e-05         -0  1.864e-05 -5.306e-06 -0.0001107    0.06894    0.01336    -0.0823  22.91      -36.41        19.22        64.54 3.828e-05 
         151    -0.2624      0.172     0.2875  146.8   42.5 -6.915e-05  4.531e-05         -0  1.905e-05  -4.98e-06 -0.0001118    0.06912    0.01297   -0.08209   20.6      -37.78        12.82         67.6 3.925e-05 
         152    -0.2655     0.1693     0.2862  147.5  42.27 -6.996e-05   4.46e-05         -0  1.908e-05 -4.727e-06 -0.0001116    0.06913    0.01306   -0.08219  21.11      -38.92        11.15        67.15 3.92e-05 
         153    -0.2631     0.1643     0.2888    148  42.96 -6.933e-05   4.33e-05         -0  1.952e-05 -4.718e-06 -0.0001126    0.06928    0.01268   -0.08196  24.69      -38.62        22.66        65.85 3.981e-05 
         154    -0.2663     0.1616     0.2875  148.7   42.7 -7.017e-05   4.26e-05         -0  1.962e-05 -4.359e-06 -0.0001123    0.06928    0.01279   -0.08206  26.82      -46.12         12.4        63.47 3.972e-05 
         155    -0.2641     0.1567     0.2903  149.3  43.39 -6.959e-05   4.13e-05         -0  2.002e-05 -4.276e-06 -0.0001132    0.06939    0.01243   -0.08181  28.23      -46.05        18.49        62.87 4.005e-05 
         156    -0.2672      0.154     0.2887    150  43.11  -7.04e-05  4.058e-05         -0  2.008e-05 -4.063e-06 -0.0001129    0.06942    0.01253   -0.08195  29.39      -48.91        14.11        61.45 3.99e-05 
         157    -0.2655     0.1493      0.292  150.7   43.8 -6.996e-05  3.933e-05         -0  2.024e-05 -4.095e-06 -0.0001136    0.06939    0.01222   -0.08161  37.49      -46.33        36.77        56.24 4.081e-05 
         158    -0.2687     0.1466     0.2906  151.4  43.51 -7.081e-05  3.864e-05         -0  2.034e-05 -3.683e-06 -0.0001133    0.06938    0.01235   -0.08173  38.65       -54.7        24.87        52.96 4.005e-05 
         159    -0.2671     0.1419     0.2939    152  44.19 -7.038e-05  3.739e-05         -0  2.053e-05  -3.03e-06 -0.0001142    0.06934    0.01205   -0.08139  35.93      -56.29        14.12        55.73 4.023e-05 
         160    -0.2699     0.1391      0.292  152.7  43.88 -7.112e-05  3.666e-05         -0  2.058e-05 -2.816e-06  -0.000114    0.06942    0.01215   -0.08157  34.62       -53.4        18.58        57.14 4.019e-05 
         161    -0.2678     0.1342     0.2949  153.4  44.55 -7.057e-05  3.536e-05         -0  2.081e-05  -2.17e-06 -0.0001149    0.06946    0.01182   -0.08129  32.22      -54.71        5.105        59.88 4.063e-05 
         162    -0.2707     0.1315      0.293  154.1  44.23 -7.134e-05  3.464e-05         -0  2.071e-05 -2.138e-06 -0.0001147    0.06952    0.01193   -0.08145  28.21      -46.77        17.09        63.54 4.036e-05 
         163    -0.2685     0.1265     0.2958  154.8   44.9 -7.075e-05  3.334e-05         -0  2.092e-05 -1.708e-06 -0.0001157    0.06958    0.01161   -0.08118  27.23      -47.49        13.25        64.77 4.07e-05 
         164    -0.2716     0.1239     0.2941  155.5  44.58 -7.157e-05  3.264e-05         -0  2.084e-05 -1.534e-06 -0.0001153    0.06958    0.01174   -0.08132  26.91      -46.48        14.64        65.09 4.066e-05 
         165    -0.2692     0.1189     0.2968  156.2  45.25 -7.095e-05  3.132e-05         -0  2.111e-05 -1.152e-06 -0.0001162    0.06965    0.01141   -0.08106   26.3      -47.03        12.08        66.01 4.097e-05 
         166    -0.2723     0.1162     0.2951  156.9   44.9 -7.176e-05  3.062e-05         -0  2.106e-05 -9.235e-07 -0.0001159    0.06965    0.01155    -0.0812  26.86      -48.16        10.29         65.4 4.093e-05 
         167    -0.2699     0.1112     0.2977  157.6  45.56 -7.112e-05   2.93e-05         -0  2.137e-05 -6.124e-07 -0.0001167    0.06973    0.01123   -0.08095  27.04      -48.57        11.51        65.91 4.134e-05 
         168     -0.273     0.1086     0.2959  158.3  45.21 -7.194e-05  2.861e-05         -0  2.122e-05 -4.308e-07 -0.0001164    0.06972    0.01137   -0.08109  26.58      -47.11        13.46        66.31 4.122e-05 
         169    -0.2707     0.1035     0.2988  159.1  45.87 -7.133e-05  2.728e-05         -0  2.149e-05 -5.156e-08 -0.0001171    0.06975    0.01107   -0.08082  27.63      -47.22        17.47        66.36 4.165e-05 
         170    -0.2739      0.101     0.2971  159.8   45.5 -7.219e-05   2.66e-05         -0  2.126e-05  2.122e-07 -0.0001168    0.06971    0.01123   -0.08094  27.87      -47.67        16.84         66.2 4.165e-05 
         171    -0.2715    0.09589     0.2998  160.5  46.15 -7.156e-05  2.527e-05         -0  2.152e-05  8.939e-07 -0.0001176    0.06974    0.01093   -0.08067  26.17      -48.68        9.272        67.75 4.197e-05 
         172    -0.2745    0.09328     0.2978  161.2  45.76 -7.234e-05  2.458e-05         -0  2.142e-05  1.171e-06 -0.0001173    0.06977    0.01108   -0.08084  28.71      -52.96        2.552        65.46 4.212e-05 
         173    -0.2719    0.08815     0.3002    162   46.4 -7.165e-05  2.323e-05         -0  2.168e-05  1.617e-06 -0.0001181    0.06984    0.01077    -0.0806  28.99      -53.05         6.12        65.52 4.226e-05 
         174    -0.2749    0.08555     0.2981  162.7  45.99 -7.245e-05  2.254e-05         -0  2.147e-05  1.704e-06 -0.0001177    0.06986    0.01092   -0.08078  28.12      -51.48        8.914        66.71 4.237e-05 
         175    -0.2724    0.08039     0.3007  163.6  46.63 -7.177e-05  2.118e-05         -0  2.166e-05  2.188e-06 -0.0001185     0.0699    0.01063   -0.08053  27.73      -52.54        5.955        68.11 4.312e-05 
         176    -0.2755    0.07782     0.2987  164.2  46.21  -7.26e-05  2.051e-05         -0  2.136e-05  2.216e-06 -0.0001182    0.06988     0.0108   -0.08068  25.94      -48.05        12.31        69.83 4.283e-05 
         177    -0.2731    0.07263     0.3014  165.1  46.85 -7.196e-05  1.914e-05         -0  2.148e-05  2.631e-06 -0.0001189    0.06988    0.01052    -0.0804  26.69       -48.4        15.23         70.4 4.339e-05 
         178    -0.2764    0.07014     0.2997  165.8  46.42 -7.285e-05  1.848e-05         -0  2.117e-05  2.772e-06 -0.0001185    0.06981    0.01072   -0.08053  26.52      -46.15        16.79        69.57 4.258e-05 
         179    -0.2771    0.06506     0.3005  166.8  46.55 -7.302e-05  1.714e-05         -0  2.104e-05   3.33e-06 -0.0001186    0.06973    0.01068   -0.08041  26.53      -46.63        16.33        70.28 4.296e-05 
         180    -0.2743    0.06238     0.3028  167.2  47.11 -7.228e-05  1.644e-05         -0  2.121e-05  3.715e-06 -0.0001193    0.06976    0.01043   -0.08018  23.17       -44.6        11.51        73.31 4.329e-05 
         181    -0.2778    0.05733     0.3012  168.3  46.72  -7.32e-05  1.511e-05         -0    2.1e-05  4.447e-06 -0.0001188    0.06967     0.0106   -0.08027  22.11       -44.8        4.944        73.19 4.298e-05 
         182    -0.2749    0.05462     0.3034  168.8  47.27 -7.244e-05  1.439e-05         -0  2.127e-05   4.69e-06 -0.0001194    0.06971    0.01035   -0.08006  25.89      -48.09         11.1        70.78 4.314e-05 
         183    -0.2782    0.04955     0.3016  169.9  46.86  -7.33e-05  1.306e-05         -0  2.115e-05  5.521e-06 -0.0001189    0.06966    0.01052   -0.08018  24.55       -48.7        1.165         71.1 4.309e-05 
         184    -0.2754    0.04681     0.3039  170.4  47.41 -7.257e-05  1.234e-05         -0  2.137e-05  5.763e-06 -0.0001194    0.06966    0.01028   -0.07994  31.36      -54.75        12.63        66.26 4.344e-05 
         185    -0.2783    0.04175     0.3016  171.5  46.98 -7.334e-05    1.1e-05         -0  2.136e-05  6.787e-06 -0.0001189    0.06969    0.01044   -0.08013     30      -54.72         -9.5        64.93 4.272e-05 
         186    -0.2756    0.03899     0.3039  171.9  47.51 -7.263e-05  1.027e-05         -0  2.149e-05  7.082e-06 -0.0001194    0.06968    0.01021   -0.07989  35.37      -60.95        2.095        60.38 4.291e-05 
         187    -0.2782    0.03393     0.3013    173  47.07 -7.331e-05   8.94e-06         -0  2.152e-05  7.806e-06 -0.0001189    0.06977    0.01035   -0.08011  35.16      -60.91       -4.076        59.93 4.277e-05 
         188    -0.2755    0.03115     0.3036  173.5   47.6 -7.259e-05  8.208e-06         -0   2.14e-05  8.346e-06 -0.0001195    0.06974    0.01013   -0.07987  32.75       -57.8       -9.628        62.12 4.27e-05 
         189    -0.2779     0.0261     0.3008  174.6  47.15 -7.322e-05  6.878e-06         -0  2.138e-05  8.847e-06 -0.0001191    0.06984    0.01026   -0.08011  32.57      -57.77       -4.089        62.44 4.258e-05 
         190    -0.2748    0.02339     0.3028  175.1  47.67  -7.24e-05  6.163e-06         -0   2.12e-05  9.575e-06 -0.0001198     0.0699    0.01002   -0.07992  26.13      -47.15       -21.76        68.62 4.303e-05 
         191    -0.2768    0.01846     0.2996  176.2   47.2 -7.294e-05  4.864e-06         -0  2.126e-05   1.01e-05 -0.0001194    0.07006    0.01014    -0.0802  27.11      -45.98       -25.42        66.69 4.245e-05 
         192    -0.2734    0.01579     0.3013  176.7  47.73 -7.205e-05  4.161e-06         -0  2.139e-05  1.047e-05 -0.0001201    0.07017   0.009882   -0.08005  28.59      -50.91       -18.82        65.32 4.246e-05 
         193    -0.2754     0.0109     0.2981  177.7  47.25 -7.258e-05  2.873e-06         -0  2.144e-05  1.084e-05 -0.0001197    0.07032    0.01001   -0.08033  29.15         -50       -21.69        63.88 4.199e-05 
         194    -0.2721    0.00821     0.2997  178.3  47.76 -7.169e-05  2.163e-06         -0  2.147e-05  1.127e-05 -0.0001204    0.07042   0.009761   -0.08018  28.43      -48.35       -25.03        65.29 4.25e-05 
         195    -0.2741    0.00332     0.2968  179.3  47.27 -7.224e-05  8.749e-07         -0  2.142e-05  1.137e-05   -0.00012    0.07053   0.009902   -0.08043  26.02      -48.71        -13.3        66.84 4.189e-05 
         196    -0.2706  0.0006567     0.2983  179.9  47.78 -7.131e-05   1.73e-07         -0  2.138e-05  1.193e-05 -0.0001207    0.07065   0.009648    -0.0803  22.68      -38.83       -27.27        70.19 4.236e-05 
         197    -0.2726  -0.004147     0.2952  180.9  47.28 -7.183e-05 -1.093e-06          0  2.132e-05  1.215e-05 -0.0001202    0.07077   0.009793   -0.08056  23.39      -38.12       -28.84         68.8 4.189e-05 
         198     -0.269  -0.006763     0.2964  181.4  47.76 -7.088e-05 -1.782e-06          0  2.156e-05  1.241e-05 -0.0001208    0.07093    0.00954   -0.08047  24.01      -43.44       -22.04        67.98 4.181e-05 
         199     -0.271    -0.0115     0.2933  182.4  47.24  -7.14e-05 -3.029e-06          0   2.15e-05  1.259e-05 -0.0001203    0.07104   0.009692   -0.08073  26.11      -41.71       -27.71        64.62 4.088e-05 
         200    -0.2675   -0.01422     0.2948    183  47.74 -7.048e-05 -3.746e-06          0  2.171e-05   1.28e-05 -0.0001209    0.07115   0.009451    -0.0806  27.44      -48.01       -20.52        64.29 4.141e-05 
         201    -0.2694   -0.01888     0.2917    184   47.2 -7.099e-05 -4.975e-06          0   2.16e-05  1.294e-05 -0.0001204    0.07126   0.009609   -0.08087  28.55      -46.93       -24.18         62.2 4.079e-05 
         202     -0.266   -0.02166     0.2931  184.7  47.67 -7.011e-05 -5.707e-06          0  2.172e-05  1.327e-05  -0.000121    0.07135   0.009387   -0.08074  28.22      -46.17       -25.89        62.89 4.11e-05 
         203    -0.2678   -0.02618     0.2897  185.6  47.11 -7.057e-05 -6.898e-06          0  2.162e-05  1.336e-05 -0.0001205     0.0715   0.009541   -0.08104  29.73      -44.84       -29.47        60.35 4.038e-05 
         204    -0.2643    -0.0289      0.291  186.2  47.58 -6.964e-05 -7.616e-06          0  2.178e-05  1.361e-05  -0.000121    0.07161   0.009313   -0.08093  29.66      -44.58       -29.37        60.06 4.018e-05 
         205    -0.2662   -0.03346     0.2879  187.2  47.02 -7.014e-05 -8.816e-06          0  2.164e-05  1.336e-05 -0.0001207    0.07172   0.009482    -0.0812  26.04      -45.57       -18.07        63.45 4.009e-05 
         206    -0.2627   -0.03615      0.289  187.8  47.46 -6.922e-05 -9.526e-06          0  2.165e-05  1.372e-05 -0.0001212    0.07185   0.009264   -0.08111  24.63      -33.91        -33.3        64.94 4.024e-05 
         207    -0.2647   -0.04077     0.2861  188.8   46.9 -6.975e-05 -1.074e-05          0  2.148e-05  1.337e-05 -0.0001208    0.07189   0.009449   -0.08134  18.01      -34.54       -18.18        68.18 3.928e-05 
         208    -0.2611   -0.04345     0.2872  189.5  47.34 -6.879e-05 -1.145e-05          0  2.169e-05   1.35e-05 -0.0001213    0.07203   0.009228   -0.08126   17.6      -33.11       -20.05        68.45 3.932e-05 
         209    -0.2632   -0.04812     0.2847  190.4  46.78 -6.934e-05 -1.268e-05          0  2.153e-05   1.34e-05 -0.0001208    0.07202   0.009429   -0.08145  19.05      -32.24       -22.89        66.13 3.852e-05 
         210    -0.2597   -0.05083     0.2856  191.1  47.19 -6.842e-05  -1.34e-05          0  2.184e-05  1.338e-05 -0.0001212    0.07215   0.009224   -0.08138  19.56      -35.85       -18.41        65.93 3.863e-05 
